+------------+------------+-----------+
|Vehicle Year|Vehicle Make|Num Tickets|
|        2022|       CRANE|          2|
|        2022|       CUB C|          2|
|        2024|       LEXUS|          2|
|        2063|       TRIUM|          2|
|        2022|       LOTUS|          2|
|        2016|       KYMCO|          2|
|        2012|       STERL|          2|
|        2023|       JENSE|          2|
|        2017|       ROLCO|          2|
|        2006|       RA/RO|          2|
|        2021|       CHECK|          2|
|        2025|       HYUND|          2|
|        2010|       INETR|          2|
|        2068|       MERCU|          2|
|        2021|       JINGS|          2|
|        2016|         MAY|          2|
|        2014|       NAVIS|          2|
|        2017|       FREIF|          2|
|        1985|         GCR|          2|
|        2014|       DIAMO|          2|
|        2008|       TRAIL|          2|
|        2011|        SAA.|          2|
|        2025|       FRUEH|          2|
|        2010|       UNIFL|          2|
|        2023|       LOTUS|          2|
|        2029|        FORD|          2|
|        2013|        HINK|          2|
|        2021|       ZHANG|          1|
|        2013|         SYM|          1|
|        2022|          IF|          1|
|        2033|        FORD|          1|
|        2005|       WADAS|          1|
|        2023|        MI/B|          1|
|        2007|       SMART|          1|
|        2014|       UHAUL|          1|
|        2020|         PGO|          1|
|        2014|       CHECK|          1|
|        2013|       SWEET|          1|
|        2051|       HONDA|          1|
|        2015|       INTWE|          1|
|        1988|       HYUND|          1|
|        1987|       PLYMO|          1|
|        2021|        RAMS|          1|
|        2015|         YUV|          1|
|        2055|       OLDSM|          1|
|        2003|         GRE|          1|
|        2009|        COPE|          1|
|        2020|        CPNA|          1|
|        1992|       Honda|          1|
|        2017|       AFO R|          1|
|        2021|        MIWE|          1|
|        2016|       LND R|          1|
|        2018|       LALRO|          1|
|        2011|       ALUML|          1|
|        2005|         IWT|          1|
|        1983|       DEERE|          1|
|        2013|       ECANS|          1|
|        2021|         EAS|          1|
|        2013|       MOORS|          1|
|        2015|       TADAN|          1|
|        1970|          MG|          1|
|        2010|        INTA|          1|
|        2016|          XL|          1|
|        2008|       CHEYS|          1|
|        2010|       STAGE|          1|
|        1993|       YAMAH|          1|
|        1987|       ISUZU|          1|
|        2023|        CIEM|          1|
|        2021|        HYDI|          1|
|        2004|        CAYE|          1|
|        2024|       SMART|          1|
|        2020|       CUB C|          1|
|        1980|        ASPT|          1|
|        2022|       RAZON|          1|
|        2022|          LX|          1|
|        2010|         GNL|          1|
|        2016|       BL/BD|          1|
|        2020|        ROCK|          1|
|        2022|       GENIS|          1|
|        2021|       JIAME|          1|
|        2014|          LX|          1|
|        2008|        STRC|          1|
|        2013|          HW|          1|
|        1977|       STERL|          1|
|        1974|       APACH|          1|
|        2014|         HAD|          1|
|        2022|        WUXI|          1|
|        2005|       MINI-|          1|
|        2017|       KENIL|          1|
|        2014|       BRIDG|          1|
|        2004|       SMART|          1|
|        2003|          MZ|          1|
|        1982|       JAMBO|          1|
|        2066|       VOLKS|          1|
|        2021|         ZEN|          1|
|        2020|        TSLA|          1|
|        2022|       VONGE|          1|
|        2019|       FO/RI|          1|
|        2019|        HYUA|          1|
|        2011|       GREAT|          1|
|        2027|       NISSA|          1|
|        2010|       MIDDL|          1|
|        1999|       STRIC|          1|
|        2013|       DURAS|          1|
|        2022|          TI|          1|
|        2023|       HUMBE|          1|
|        2022|       MAXUM|          1|
|        2003|       BE/BE|          1|
|        2003|       GE/SC|          1|
|        2021|         RMA|          1|
|        2017|         EAS|          1|
|        2022|       NE/FL|          1|
|        1974|       OLDSM|          1|
|        2020|       RA/RO|          1|
|        2017|        JINO|          1|
|        1995|         VNB|          1|
|        2019|        KAUF|          1|
|        2025|        FCCC|          1|
|        2018|         COL|          1|
|        2013|         TIO|          1|
|        2020|        CLMI|          1|
|        2011|       SETRA|          1|
|        2020|       HUMBE|          1|
|        2019|           K|          1|
|        2009|       POTTE|          1|
|        2021|       JIAGU|          1|
|        2005|       MI FU|          1|
|        1985|       UTILI|          1|
|        2004|          WB|          1|
|        2001|        SAA.|          1|
|        2008|       HLARL|          1|
|        2016|        ICBU|          1|
|        1996|       MONON|          1|
|        2010|           1|          1|
|        2004|       IHSTR|          1|
|        2007|         FLC|          1|
|        2004|         SUK|          1|
|        1975|          MG|          1|
|        2011|        INTI|          1|
|        2022|       LAMAR|          1|
|        2020|        TROP|          1|
|        1998|       STERL|          1|
|        2008|        AYAT|          1|
|        2007|       FXSTD|          1|
|        2006|       Mitsu|          1|
|        2017|       MAZAR|          1|
|        2021|         BUS|          1|
|        2018|         EAS|          1|
|        2067|       CHRYS|          1|
|        2010|       OATAH|          1|
|        2017|       GENSI|          1|
|        2016|         ATM|          1|
|        1992|       Acura|          1|
|        2009|         SYM|          1|
|        2063|       VOLKS|          1|
|        1997|       Merce|          1|
|        1971|       PORSC|          1|
|        2017|        MREZ|          1|
|        2053|       PLYMO|          1|
|        2012|        VOLK|          1|
|        2003|       KYMCO|          1|
|        2010|        MCBE|          1|
|        2016|       WOLLI|          1|
|        1995|       ISCZU|          1|
|        2009|         L/R|          1|
|        2046|       TOYOT|          1|
|        2020|       SL/SH|          1|
|        2048|       HONDA|          1|
|        2015|       CHECK|          1|
|        2010|        TR/T|          1|
|        2007|       GROVE|          1|
|        2021|       BLADI|          1|
|        2001|         STO|          1|
|        2067|       TRIUM|          1|
|        2050|       DODGE|          1|
|        2013|       MAC T|          1|
|        2008|       SOLON|          1|
|        2020|       ICCOP|          1|
|        2010|       MUTAN|          1|
|        2055|       PLYMO|          1|
|        2022|       LIMCL|          1|
|        2019|        RRVR|          1|
|        2007|         HAD|          1|
|        2027|         BMW|          1|
|        2014|         TRK|          1|
|        1975|       CVEVR|          1|
|        2021|       HINIO|          1|
|        2023|        TEST|          1|
|        1982|       VOLVO|          1|
|        2018|       MINI-|          1|
|        2017|         EVO|          1|
